Estación,,Tarapaya,Colavi - Canutillos,Viña Quemada,Talula - Automática,Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,Palca Grande,El Puente,Villamontes,Misión La Paz - SNIH,Tinfunke,General Bruguez,Clorinda,Ruta 11,Puente Loyola,Villa Hayes,Ruta 95,Salida Laguna Salada,Ruta 28-Vertedero,El Potrillo,La Quiaca,Liviara,Chuquiago,La Angostura,Cotagaita,Tumusla,Yocalla,Colavi - Canutillos,Puente Mendez,Viña Quemada,Talula - Automática,Tarapaya,San Antonio - Potosí,Potosí - Naciente río La Ribera,Tacobamba - Agua arriba confluencia Pilcomayo - Tacobamba,Pilcomayo - Agua arriba confluencia Pilcomayo - Tacobamba,Palca Grande,El Puente,San Josecito,Puente Aruma - Automática,Villamontes,Misión La Paz - SNIH,Montelindo en ruta PY09,General Díaz,Hacienda 9 de junio,Meyer Sitio 01,María Cristina,Agropil,El Solitario
Alcalinidad Fenolftaleina,mg/l CaCO3,<0.1,<0.1,22.2,8.1,5.1,6.1,6.8,1.8,71.2,64,0,86,0,22,12,0,,0,0,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,0,0,0,<0.1,<0.1,<0.1,<0.1
Alcalinidad total,mg/l CaCO3,86.9,<0.1,163.17,129.3,99,128.3,113.5,117,116.8,104.9,147,216,222,300,302,74,,228,228,105.5,205,56.3,78.4,62.3,18.1,87.7,60.3,<0.1,82.4,44.2,96.5,60.4,114.6,83.6,58.3,80.4,64.3,80.4,525,49.9,67.4,94.3,36.5,88,89,93.1,93.3,93,92.4
Cloruros,mg/l Cl -,48.2,<0.1,179.4,180.3,<0.1,129.2,34.7,54,153.1,149.3,15.13,14121.6,290.5,298.57,1200.34,817.04,,76.66,76.66,27.7,36.3,54.8,25.5,19.6,17.6,45.3,69.5,4.9,49.9,14.7,78.3,31.3,65.8,16.3,19.9,48.9,40.8,47.4,10.8,12.6,14.4,19.9,879.73,39.08,47.91,44.1,43.1,49.9,54
Sulfatos,mg/l SO4=,165,171,170,125,115,138,320,264,248.4,267.2,5.1,15290,603.89,592.34,940.34,86.34,,176.88,198.74,127.6,102,70,135,185,335,153,73,190,85,60,130,173,295,12,90,72,200,95,96.5,68.1,121,112.6,453.61,177.76,183.86,164.2,156.8,167.9,170.8
Calcio disuelto,mg/l Ca,,,,,,,,,,,57.3,480.9,72.1,108.2,136.2,78.1,,52.1,108.2,51.9,71.81,38.21,56.92,60.8,70.91,66.4,46.7,42.13,50.72,27.7,47.63,59.8,120.6,25.3,31.32,53.5,72.92,45.3,35.6,27.2,46.3,45.9,78.1,65.7,67.3,64.6,60.9,69.5,66.1
Magnesio disuelto,mg/l Mg,,,,,,,,,,,0.24,138.6,43.7,53.5,41.3,31.6,,35.2,7.29,17.3,13.72,14.42,23.33,23.92,46.41,20.92,6.83,20.62,12.74,9.62,15.6,29.03,30.82,4.43,18.41,14.03,21.9,13.61,12.3,10.3,15.8,16.2,29.2,17,15.5,20.8,21.4,22,22.6
Sodio disuelto,mg/l Na,57.9,24.06,63.15,57.95,37.08,46,50.8,60.7,80.1,81.1,18.59,17059.1,481.11,438.53,1308.98,490.14,,129.17,124.31,30.4,29.76,19.37,10.73,6.29,14.04,19.59,43.07,1.19,19.06,10.01,69.67,1.2,45.46,10.62,13.66,18.71,30.52,22.81,14.8,12.5,15.6,23.5,732.45,56.03,61.17,37.3,34.4,38.8,42.9
Potasio disuelto,mg/l K,2.9,27.7,29.46,16.23,25,17.8,35.8,29.3,38.5,39.3,2.72,11.6,10.27,15.22,11.92,11.47,,3.93,9.41,4.89,26.24,7.06,3.72,4.23,5.17,5.74,4.67,1.16,4.49,2.72,6.37,5.782,19.76,2.706,4.35,6.35,16.75,8.55,3.4,3.57,4.37,4.25,8.33,3.46,4.27,4.51,4.58,4.89,4.8
Calcio total,mg/l Ca,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,57.7,484.9,74.1,110.2,140.3,80.2,,54.1,110.2,177.7,72.32,42.62,59.14,66.82,82.52,69.12,49.92,44.12,61.51,35.82,51.5,68.6,125.71,26.8,45.21,60.31,81.9,50.91,95.7,131,259,117,80.2,66.5,68.1,162,147.4,150.4,113
Magnesio total,mg/l Mg,,,,,,,,,,,0.24,138.6,43.8,53.5,41.3,31.6,,35.3,7.3,98.5,13.9,17.3,24.28,25.78,50.3,24.54,6.94,20.8,14.92,11.2,16.12,31.11,32.3,4.52,19.4,15.62,22.87,13.92,43.4,53.6,110,53.6,29.2,17,16.5,84.9,75.3,68.8,55
Sodio total,mg/l Na,68.82,34.08,66.7,61.1,42.1,46.96,62.46,64.82,91.2,92.3,20.36,17981.4,498.58,440.28,1371.49,501.64,,138.39,130.05,52.5,30.61,21.85,12.77,7.57,16.01,23.63,43.22,1.57,20.4,13.66,72.68,2.26,46.48,10.71,18.24,20.46,38.73,23.8,17.1,17.5,24.1,26.9,752.21,59.78,64.7,43.5,43.3,47.8,57.3
Potasio total,mg/l K,8.63,37.65,32.2,16.4,25.87,20.34,90.29,59.47,40.8,41.8,2.75,18.29,11.28,16.71,12.04,12.35,,4.36,10.49,24,26.33,8.56,6.77,7.74,7.81,8.13,5.04,1.73,10.21,5.5,8.45,8.77,20.61,2.77,12.2,9.52,17.36,10.91,12,13.5,24.5,13.5,9.26,4.42,4.85,21.9,19,17.9,14.7
Fluoruros,mg/l F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutrientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fósforo total,mg/l PO4,,,,,,,,,,,1.82,0.58,1.11,2.48,3.37,0.88,,3.05,3.06,0.23,5,0.2,1.2,0.1,0.7,0.4,0.4,0.1,0.5,2.1,7.8,0.2,2.5,0.1,8.3,4.2,0.3,5.6,0.43,0.4,0.2,2.5,4.42,0.9,6.44,0.34,2.3,0.34,3.37
Fósforo disuelto,mg/l PO4,,,,,,,,,,,0.557,0.185,0.332,0.718,1,0.245,,0.793,0.958,0.1,4.7,0.2,0.2,0.1,0.2,0.1,0.03,0.1,0.1,0.5,0.5,0.1,0.1,0.03,1.1,0.9,0.2,0.8,0.18,0.09,0.09,0.09,1.4,0.06,0.496,0.06,0.12,0.09,0.18
Nitrógeno amoniacal,mg/l NH4 ,,,,,,,,,,,0.1,<0.005,0.094,0.142,0.103,0.116,,0.077,0.129,<0.3,31.2,1.8,1.8,1,2.2,1.4,1.8,<0.1,<0.1,<0.1,2.2,10.2,35.5,2.2,1.8,2.2,1.8,2.2,0.82,0.61,<0.3,<0.3,0.037,0.167,0.161,<0.3,<0.3,0.45,<0.3
Nitrito,mg/l NO2,,,,,,,,,,,0.076,<0.005,0.023,0.006,0.01,<0.005,,0.02,<0.005,<0.01,0.011,0.014,0.006,0.01,0.025,0.009,0.009,0.025,0.04,0.01,0.035,0.065,0.12,0.005,0.012,0.014,0.004,0.008,<0.01,<0.01,<0.01,<0.01,0.062,0.026,0.021,<0.01,<0.01,<0.01,<0.01
Nitrato,mg/l NO3,4.87,13.72,7.08,10.18,3.1,11.51,3.54,4.87,2,9,1.19,0.332,1.39,0.31,0.452,0.16,,0.77,0.33,3.9,1.8,2.2,4.9,5.3,8,3.1,3.1,31,11.1,15.5,8.9,5.8,18.1,3.1,31,26.6,5.8,6.6,3.3,4.1,1.5,3.7,4,13.59,17.8,3.1,3.3,3.6,4.6
Nitrógeno total Kjeldahl,mg/l N,,,,,,,,,,,0.426,0.05,0.237,0.342,0.266,0.242,,0.18,0.316,0.83,55.4,3.2,3.2,1.8,3.9,2.5,3.2,<0.1,<0.1,<0.1,3.7,18.1,63.1,3.8,3.2,3.9,3.2,3.9,1.47,1.88,1.65,1.35,0.08,0.703,0.626,1.6,1.77,1.5,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Materia orgánica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbono orgánico total,mg/l ,,,,,,,,,,,,,,,,,,,,,21.2,2.9,7.7,6.5,13.5,<2,7.9,<2,3.2,<2,6.2,7.4,31.3,<2,<2,6.5,6.1,4.3,,,,,,,,,,,
Demanda bioquímica de oxígeno,mg/l O2,32.3,3.9,15.6,14,17.6,2.8,<2,<2,3,6,6.6,8.9,2.3,5.3,2.9,2.7,,2,2.6,10,38.2,2.8,8.4,7.8,23.5,<2,8.7,<2,3.7,<2,9.9,11.6,46.6,<2,<2,8.2,8.6,6.2,20,20.9,19,11,56.64,12.3,17.4,10,10.9,16,7
Demanda química de oxígeno,mg/l O2,75,16,39,37,41,13,2,<2,5,13,44.92,2141.18,101.96,133.33,303.92,213.73,,92.16,113.73,27.4,83,8,20,21,56,4,23,<2,9,<2,23,29,106,<2,4,21,21,16,21.9,24.1,20.2,23,88.73,225.35,338.03,14.7,13,18.6,11.5
Carbono organico disuelto,mg/l ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbiológicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coliformes totales (en UFC),UFC/100 ml ,,,,,,,,,,,133340,540082,20540,496920,20880,21320,,31720,4880,,290,24,180,230,360,400,370,<1,330,,,66,160,12,190,500,290,700,,,,,1972,912,1369,,,,
Coliformes fecales (en UFC),UFC/100 ml ,,,,,,,,,,,61360,330180,1810,4240,1160,1760,,610,3750,,190,12,120,140,270,200,300,<1,260,,,33,78,10,150,300,230,560,,,,,372,120,307,,,,
Aerobios mesófilos totales (en NMP),NMP/100 ml ,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,,,,,,,,,,,,,,,,,,,,,,
Coliformes totales (en NMP),NMP/100 ml ,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,9300000,11000000,1100000,4600000,,,,240000,210000,,
Coliformes fecales (en NMP),NMP/100 ml ,,,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,70000,150000,200000,150000,,,,93000,150000,,
Aerobios mesófilos totales (en UFC),UFC/100 ml ,,,,,,,,,,,3480,38280,18120,21820,17980,20060,,18910,40260,33000000,58000,3000,28000,57000,110000,58000,,50000,38000,,,14000,12000,2400,24000,12000,61000,29000,410000,930000,81000,170000,30260,2200,1848,31000,38000,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contaminantes inorgánicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismuto disuelto,ug/l Bi,242,<50,864,1287,83,1707,1451,3051,735,675,167,<50,<50,316,247,869,316,<50,122,<50,135,<50,<50,<50,819,<50,<50,5104,<50,<50,<50,2371,7555,416,111,<50,<50,<50,274,<50,<50,<50,865,<50,<50,<50,<50,<50,<50
Bismuto total,ug/l Bi,269,105,933,1329,144,1742,1550,3148,822,853,188,<50,101,237,470,882,422,319,163,16347,140,754,13022,17114,54533,8839,5583,5927,1448,953,978,2445,8694,435,1161,13460,8125,6958,4547,9441,14422,7862,894,16152,17252,18725,7963,16131,5191
Talio disuelto,ug/l Tl,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10
Talio total,ug/l Tl,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,30,<10,71,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,12,<10,<10,<10,17,<10,<10,<10,11,<10,<10,16,<10
Cromo disuelto,ug/l Cr,64.62,0.63,132.6,138.4,5.27,109.1,84.45,77.51,131,122,3,4,6,11,8,4,11,6,4,1,18,11,4,<1,<1,3,10,<1,5,1,5,20,46,4,<1,3,2,3,1,2,2,2,11,1,2,2,<1,2,2
Manganeso disuelto,ug/l Mn,8.77,0.74,6.9,7.85,2.79,8.33,4.73,5.92,6.7,6.6,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1
Niquel disuelto,ug/l Ni,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5
Cobre disuelto,ug/l Cu,561,5215,<50,214,741,249,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,153,<50,<50,<50,<50,<50,1552,<50,<50,<50,9329,98025,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50
Zinc disuelto,ug/l Zn,6,26,<1,2,3,2,7,<1,<1,<1,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50
Arsenico disuelto,ug/l As,15,589,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10
Cadmio disuelto,ug/l Cd,680,1865,<50,104,<50,131,<50,<50,<50,<50,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,665,<10,<10,<10,13,112,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10,<10
Plomo disuelto,ug/l Pb,27,<1,9,12,<1,15,3,4,3,2,315,6723,1958,1428,1362,122,1428,944,819,517,1217,5617,2195,979,976,1554,760,59,327,139,557,284,432,238,79,549,729,1501,487,209,563,417,1249,491,666,539,512,645,678
Plata disuelto,ug/l Ag,3.4,7,<0.5,0.6,1.1,0.6,<0.5,<0.5,<0.5,<0.5,169,<100,<100,<100,<100,251,<100,<100,<100,<100,<100,<100,<100,<100,102,<100,<100,14695,<100,<100,<100,<100,36537,408,<100,<100,<100,<100,917,<100,140,<100,<100,<100,142,418,<100,150,120
Mercurio disuelto,ug/l Hg,<1,2,<1,<1,<1,<1,<1,<1,<1,<1,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5
Hierro disuelto,ug/l Fe,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,1,<0.5,<0.5,0.5,<0.5,<0.5,5.1,<0.5,<0.5,<0.5,21.5,234.4,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5
Boro disuelto,ug/l B,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<1,2,2,3,2,2,3,2,1,2,2,4,1,2,29,2,<1,28,<1,<1,<1,18,73,<1,<1,<1,2,1,6,1,1,2,2,1,1,2,1,1,2
Selenio disuelto,ug/l Se,213,9036,<100,<100,<100,<100,<100,<100,<100,<100,<1,13,1,<1,3,1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,<1,5,<1,<1,<1,<1,<1,<1,<1,<1,<1,1,<1,<1,<1,<1,<1,<1
Cromo total,ug/l Cr,69.15,3.67,142.04,148.24,7.62,118.03,92.64,95.45,135,123,4,8,8,11,10,8,13,8,4,320,18,71,290,72,1106,73,105,59,85,12,20,73,755,7,25,159,222,195,75,140,334,23,12,146,238,232,72,382,103
Manganeso total,ug/l Mn,10.22,1.08,7.92,9.18,3.01,9.05,5.09,6.13,21.6,22.1,<1,<1,<1,2,<1,<1,1,6,<1,499,<1,33,543,416,840,154,138,6,93,21,19,42,687,1,40,143,313,433,156,216,558,40,2,284,413,354,120,664,182
Niquel total,ug/l Ni,<10,<10,<10,<10,<10,<10,<10,<10,<10,26,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,0.8,<0.5,<0.5,<0.5,2.8,1.9,1.6,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,1.9,<0.5,<0.5,<0.5,2.5,<0.5,<0.5,0.9,1.8,1.4,0.9,1.4,0.8
Cobre total,ug/l Cu,591,5641,137,323,822,365,166,63,70,705,<50,<50,<50,<50,<50,<50,<50,<50,<50,2531,<50,2290,2479,5041,4170,3729,776,1687,618,179,302,10613,172374,<50,190,1111,1219,1439,778,950,2413,795,<50,1261,1822,1879,1186,2542,734
Zinc total,ug/l Zn,6,26,<1,2,4,6,11,2,<1,31,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50
Arsenico total,ug/l As,82,607,<10,21,95,18,<10,<10,<10,33,<10,14,<10,10,<10,<10,<10,<10,<10,540,<10,39,492,64,486,133,420,<10,62,21,29,<10,22,<10,53,170,310,264,109,279,687,41,<10,332,484,433,151,676,227
Cadmio total,ug/l Cd,4108,2140,138,670,345,543,64,<50,<50,136,<10,<10,<10,<10,<10,<10,<10,<10,<10,608,<10,45,398,159,911,153,205,754,58,18,28,90,924,<10,61,176,294,291,134,199,626,70,<10,251,426,394,178,680,164
Plomo total,ug/l Pb,148,16,16,35,6,39,10,6,5,18,364,7151,2067,1410,1479,136,1729,1021,894,1111,1337,5621,2960,1006,1712,1615,1283,107,413,180,706,298,529,245,86,652,1231,1906,593,529,999,449,1264,965,1185,994,644,1367,954
Plata total,ug/l Ag,15,7.5,0.8,3.2,6.1,2.5,<0.5,<0.5,<0.5,<0.5,911,138,1963,5018,285,908,2204,6207,347,1356310,1386,37324,872284,141999,1643160,156604,352250,32502,116514,15252,47849,13103,107845,771,126455,443104,579314,489527,188281,523253,898954,60188,3449,425720,611713,512977,265334,1264130,181794
Mercurio total,ug/l Hg,12,3,2,6,7,7,4,3,2,27,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,7,12,7,<5,<5,<5,<5,<5,<5,<5,15,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5
Hierro total,ug/l Fe,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,4.5,0.5,8.2,7.7,20.4,15.2,7.5,1.3,5.8,1.8,<0.5,0.5,22.2,246.2,<0.5,<0.5,1.7,3.2,3.2,2.7,2.5,4.4,2.6,<0.5,3,3.9,4.4,2.2,4.7,1.6
Boro total,ug/l B,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<0.5,<1,2,3,7,3,2,4,7,1,741,3,31,478,238,1049,181,284,29,53,20,28,18,81,<1,59,209,303,320,144,238,730,91,4,334,470,469,225,722,174
Selenio total,ug/l Se,7800,30508,1570,3823,7536,8327,4271,2380,1100,50139,<1,13,2,1,3,1,<1,<1,<1,21,<1,2,18,5,29,8,13,<1,2,2,<1,<1,7,<1,1,9,11,10,5,9,22,3,1,14,14,15,7,23,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contaminantes orgánicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cianuros,mg/l CN-,,,,,,,,,,,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,,<0.02,<0.02,<0.02,,,,,,,,,,,,,,,,,,,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02
Cianuros libre,mg/l CN-,,,,,,,,,,,,,,,,,,,,,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,0.065,0.056,<0.002,<0.002,<0.002,<0.002,<0.002,,,,,,,,,,,
Sulfuros,mg/l S=,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,0.016,<0.005,<1,<1,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,,<0.001,<0.001,<1,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,<0.005,0.009,<0.005,<1,<1,<1,<1,<0.001,0.003,0.005,<1,<1,<1,<1
Fenoles,mg/l C6H6O,,,,,,,,,,,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,,<0.001,<0.001,,0.05,<0.002,0.004,0.002,0.007,<0.002,0.002,0.01,<0.002,<0.002,0.006,<0.002,<0.002,0.01,ND,<0.002,<0.002,<0.002,<0.002,0.004,<0.002,0.004,<0.001,<0.001,<0.001,,,,
Hidrocarburos totales,mg/l ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contaminantes inorgánicos - Solidos en suspensión (Calculado a partir del Total y Disuelto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talio en suspensión,mg/kg Tl,,,,,,,,,,,,,,,,,,,,,,,56.39,,51.82,,,,,,,,,,,,14.2,,,,0.66,,,,4.64,,,0.57,
Selenio suspensión,mg/kg Se,88220.93,976000,18915.66,33535.09,106140.85,63564.89,26202.45,16190.48,8627.45,17623.55,,0,25.58,11.56,0,0,,,,0.53,,5.38,33.83,13.51,21.17,11.96,371.43,,3.21,2.53,,,3.54,,0.85,15.54,13.02,18.66,0.57,1.31,0.86,0.27,0,10.11,5.9,0.54,0.25,0.82,0.27
Zinc en suspensión,mg/kg Zn,0,0,,0,14.08,30.53,24.54,13.61,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plomo suspensión,mg/kg Pb,1687.21,,,164.65,,161.83,,,,,18622.68,101845.93,52601.79,16124.62,90004.91,5792.09,,2997.55,101677.01,28.08,145640,15091.24,5556.92,2707.49,1245.86,2405.47,36523.71,3528,654.66,224.12,1223.13,551.36,901.31,4405.27,69.43,1115.11,1436.98,3540.02,67.08,76.71,38.85,40.1,9377.67,694.65,497.84,35.9,23.01,48.65,50.87
Arsenico suspensión,mg/kg As,779.07,818.18,,184.21,1338.03,137.4,,,,11.6,,199.71,,115.61,,,,,,13.71,,104.84,924.81,172.97,354.74,198.8,12000,,99.36,26.55,50.7,,38.94,,45.07,293.61,366.86,492.54,12.4,40.73,26.84,3.7,,239.85,204.07,15.71,5.43,24.14,12.17
Bismuto suspensión,mg/kg Bi,313.95,4772.73,831.33,368.42,859.15,267.18,607.36,659.86,682.35,62.57,1082.47,,2583.12,,13680.98,604.65,,940.17,4712.64,415,555.56,2026.88,24477.44,46254.05,39207.3,13212.26,159514.29,27433.33,2320.51,1204.8,1709.79,139.62,2015.93,345.45,892.86,23246.98,9615.38,12981.34,486.12,1378.25,563.36,708.93,216.58,11668.83,7274.11,679.43,286.54,576.11,278.19
Boro suspensión,mg/kg B,,,,,,,,,,,,0,25.58,46.24,61.35,0,,14.74,0,18.76,111.11,72.58,896.62,637.84,744.53,267.56,8114.29,33.33,84.94,25.28,48.95,0,14.16,,50.17,360.97,356.21,595.15,15.7,34.6,28.48,8.03,14.94,240.57,197.75,16.94,8.06,25.75,9.22
Cadmio suspensión,mg/kg Cd,39860.47,12500,1662.65,4964.91,4859.15,3145.04,392.64,,,47.8,,,,,,,,,,15.44,,120.97,748.12,429.73,664.96,228.7,5857.14,2966.67,92.95,22.76,48.95,145.28,1437.17,,51.87,303.97,347.93,542.91,15.24,29.05,24.45,6.31,,181.33,179.62,14.3,6.41,24.29,8.79
Cobre suspensión,mg/kg Cu,348.84,19363.64,1650.6,956.14,1140.85,885.5,1018.4,428.57,549.02,247.8,,,,,,,,,,64.25,,5744.62,4659.77,13624.32,3043.8,5573.99,22171.43,4500,990.38,226.3,527.97,2422.64,131591.15,,161.56,1918.83,1442.6,2684.7,88.51,138.69,94.26,71.69,,911,768.23,68.18,42.68,90.79,39.34
Cromo suspensión,mg/kg Cr,52.67,138.18,113.73,86.32,33.1,68.17,50.25,122.04,31.37,0.35,51.55,57.06,51.15,0,122.7,186.05,,5.89,0,8.1,0,161.29,537.59,194.59,807.3,104.63,2714.29,1966.67,128.21,13.91,26.22,100,1254.87,54.55,21.26,269.43,260.36,358.21,8.42,20.15,12.97,1.89,7.47,104.75,99.51,8.35,2.59,13.57,5.41
Hierro suspensión,mg/kg Fe,,,,,,,,,,,,,,,,,,,,0.11,55.56,19.35,14.47,55.14,10.73,11.21,37.14,23.33,2.88,,0.87,1.32,20.88,,,2.94,3.79,5.97,0.31,0.36,0.17,0.23,,2.17,1.64,0.16,0.08,0.17,0.09
Manganeso suspensión,mg/kg Mn,16.86,15.45,12.29,11.67,3.1,5.5,2.21,1.43,116.86,5.45,,,,23.12,,,,17.68,,12.67,,88.71,1020.68,1124.32,613.14,230.19,3942.86,166.67,149.04,26.55,33.22,79.25,1215.93,18.18,34.01,246.98,370.41,807.84,17.75,31.53,21.8,3.61,14.94,205.17,174.14,12.84,4.32,23.71,9.75
Mercurio suspensión,mg/kg Hg,139.53,45.45,24.1,52.63,98.59,53.44,24.54,20.41,15.69,9.49,,,,,,,,,,,,,13.16,32.43,5.11,,,,,,,,26.55,,,,,,,,,,,,,,,,
Niquel suspensión,mg/kg Ni,,,,,,,,,,9.14,,,,,,,,,,0.02,,,,7.57,1.39,2.39,,,,,,,,,,,2.25,,,,0.1,,,0.65,0.76,0.05,0.03,0.05,0.04
Plata suspensión,mg/kg Ag,134.88,22.73,9.64,22.81,70.42,14.5,,,,,38247.42,1968.62,50204.6,58011.56,17484.66,30558.14,,18293.55,39885.06,34432.88,154000,100333.33,1639631.58,383781.08,1199316.06,234086.7,10064285.71,593566.67,186721.15,19281.92,83652.1,24722.64,126208.85,6600,107529.76,765291.88,685578.7,913296.64,21315.59,76387.3,35109.92,5427.23,25758.03,307556.71,257861.87,18597.93,9547.82,45142.29,9736.01